"0","nelem_cty_sec <- sector_subset %>%"
"0","  group_by(Country, SectorType) %>%"
"0","  summarise(Total_Elements = sum(Hazards, na.rm = TRUE) +"
"0","                              sum(SystemsAtRisk, na.rm = TRUE) +"
"0","                              sum(Goals, na.rm = TRUE) +"
"0","                              sum(Objectives, na.rm = TRUE) +"
"0","                              sum(Actions, na.rm = TRUE) +"
"0","                              sum(Indicators, na.rm = TRUE)) %>%"
"0","  pivot_wider(names_from = SectorType, values_from = Total_Elements) %>%"
"0","  mutate_all(~replace_na(., 0)) "
"2","`summarise()` has grouped output by 'Country'. You can override using the `.groups` argument."
"2","`mutate_all()` ignored the following grouping variables:"
